Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
144989,400 d 4MATIC Long Aut,1.0,18585,330,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
37999,400 d 4Matic 9G-TRONIC AMG Line,6.0,259000,340,2925,Mercedes-Benz,CLS,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
19290,xDrive20d AT xLine,9.0,209000,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
5100,2.0 Cosmo,16.0,129589,150,1991,Opel,Antara,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Romania,Second hand
74290,450h+ 2.5 TNGA HV 25H PHEV CVT Luxury,1.0,1970,185,2487,Lexus,Seria NX,Hibrid,4x4 (manual),Euro 6b,Automata,SUV,Metalizata,Romania,Nou
24990,180 d Coupe,4.0,200000,116,1461,Mercedes-Benz,CLA,Diesel,Fata,Euro 6d-Temp,Automata,Coupe,Perlat,Romania,Second hand
299999,AMG 63 SW Long Aut.,2.0,42555,585,3982,Mercedes-Benz,G,Benzina,4x4 (automat),Euro 6,Automata,SUV,Mat,Romania,Second hand
7990,Avant 2.0 TDI DPF multitronic S line Sportpaket,13.0,269000,143,1968,Audi,A4,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Franta,Second hand
26700,GTE,3.0,22243,150,1395,Volkswagen,Golf,Hibrid,Fata,Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
29890,D4 Inscription,5.0,137000,190,1969,Volvo,XC 60,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
18790,1.5 BlueHDI S&amp;S EAT8 GT-Line,5.0,165805,130,1499,Peugeot,3008,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Second hand
19999,2.0 dCi ALL-MODE 4x4i Xtronic N-Connecta,5.0,214000,177,1995,Nissan,X-Trail,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
18290,2.0 TDCi Powershift AWD Titanium,6.0,55785,180,1997,Ford,Mondeo,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
28899,2.0 TDI 4Mot DSG Highline,4.0,133000,190,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9899,quattro 3.0 TDI DPF tiptronic,13.0,350000,240,2967,Audi,A6 Allroad,Diesel,4x4 (automat),Euro 5,Automata,Combi,Metalizata,Germania,Second hand
21100,Diesel Platinum Edition,13.0,298000,245,2967,Porsche,Cayenne,Diesel,4x4 (automat),Euro 5a,Automata,SUV,Metalizata,Germania,Second hand
35499,2.0 TDI 4X4 DSG Sportline,1.0,14012,150,1968,Skoda,Karoq,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
20750,Variant 2.0 TDI DSG 4Motion Highline,5.0,138569,190,1968,Volkswagen,Passat,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
37699,300,5.0,78800,211,1991,Mercedes-Benz,E,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
37900,3.0 TDI Quattro Tiptronic,7.0,127000,272,2967,Audi,Q7,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
18590,2.0 HEV Titanium,2.0,70000,187,1999,Ford,Mondeo,Hibrid,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Romania,Second hand
15075,220 d T 9G-TRONIC,7.0,248000,170,2143,Mercedes-Benz,C,Diesel,Spate,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
93599,450 4MATIC Coupe Aut,5.0,75000,367,2996,Mercedes-Benz,S,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
18790,Combi 2.0 TDI DSG RS,5.0,147000,184,1968,Skoda,Octavia,Diesel,Fata,Euro 6d-Temp,Automata,Combi,Metalizata,Germania,Second hand
26100,530e iPerformance Aut. Luxury Line,6.0,154552,184,1998,BMW,Seria 5,Hibrid,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
79889,A8L 3.0 50 TDI quattro Tiptronic,4.0,73150,285,2967,Audi,A8,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
31178,D4 AWD Geartronic Momentum,6.0,143000,190,1969,Volvo,XC 60,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
23200,3.0 TDI 4MOTION Autm. Highline,6.0,208000,224,2967,Volkswagen,Amarok,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Franta,Second hand
8690,1.1 Trend,5.0,70187,85,1084,Ford,Fiesta,Benzina,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
13800,1.8 VVT-i Hybrid Automatik Touring Sports Life Plus,8.0,206000,99,1798,Toyota,Auris,Hibrid,Fata,Euro 6,Automata,Combi,Metalizata,Olanda,Second hand
13180,2.0 TDI Quattro,13.0,248000,170,1968,Audi,Q5,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
10999,RXH Hybrid,11.0,183000,163,1997,Peugeot,508,Hibrid,4x4 (manual),Euro 5,Automata,Combi,Perlat,Franta,Second hand
9750,525d Aut.,13.0,289133,204,2993,BMW,Seria 5,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
39296,xDrive30d AT MHEV,4.0,114581,286,2993,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Belgia,Second hand
12099,2.0 TDI,11.0,272000,143,1968,Audi,A4,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Germania,Second hand
6950,dCi 110 FAP LIMITED,10.0,198999,110,1461,Renault,Megane,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Olanda,Second hand
19000,180 (BlueEFFICIENCY) 7G-DCT Style,5.0,198000,116,1461,Mercedes-Benz,A,Diesel,Fata,Euro 6b,Automata,Compacta,Metalizata,Olanda,Second hand
168761,400 d SW Long,2.0,23000,330,2925,Mercedes-Benz,G,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
23998,Cross Country T5 AWD Geartronic Pro,4.0,207400,250,1969,Volvo,V60,Benzina,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
119000,AMG 63 MHEV 4MATIC+ Aut,3.0,44652,612,3982,Mercedes-Benz,GLS,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
20900,2.0 TDI DSG 4Mot Highline,6.0,179965,190,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
10290,IV 0.9 Energy TCe Zen,5.0,77853,90,898,Renault,Clio,Benzina,Fata,Euro 6,Manuala,Combi,Mat,Romania,Second hand
13690,530i Aut.,11.0,231000,272,2996,BMW,Seria 5,Benzina,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
6950,2.2 CRD 4WD Limited,11.0,313200,163,2143,Jeep,Compass,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Belgia,Second hand
17300,220 (BlueTEC) d T 7G-TRONIC,9.0,136500,170,2143,Mercedes-Benz,C,Diesel,Spate,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
13789,1.6 TDI Comfortline,5.0,87674,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
18790,2.0 TDI S tronic,6.0,101000,122,1968,Audi,A4,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Olanda,Second hand
14590,1.5 EcoBlue Titanium,4.0,102136,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
4399,1.6 TDCi DPF Start-Stopp-System Trend,12.0,257000,115,1560,Ford,Focus,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
3900,1.3 CDTI ECOTEC Enjoy,12.0,262000,95,1248,Opel,Astra,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Romania,Second hand
13390,ENERGY dCi 130 INTENS,6.0,169000,130,1598,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Franta,Second hand
16990,D5 AWD Aut. Summum,10.0,190921,215,2400,Volvo,XC 60,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Franta,Second hand
29593,200 d 9G-TRONIC AMG Line,5.0,116000,150,1950,Mercedes-Benz,C,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
3375,HDi 135 Automatik Platinum,16.0,163253,136,1997,Peugeot,407,Diesel,Fata,Euro 4,Automata,Sedan,Metalizata,Germania,Second hand
15389,1.5 TSI Ambition,5.0,103000,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
3249,HDi 135 Automatik JBL,15.0,165374,136,1997,Peugeot,407,Diesel,Fata,Euro 4,Automata,Sedan,Metalizata,Germania,Second hand
12850,250 CDI DPF (BlueEFFICIENCY) 7G-TRONIC Avantgarde,12.0,302100,204,2143,Mercedes-Benz,C,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
35890,220 d 4MATIC,6.0,120000,170,2143,Mercedes-Benz,GLC Coupe,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Belgia,Second hand
11799,1.6 DCI Start/Stop Tekna,9.0,169999,130,1598,Nissan,Qashqai,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
21690,Plug-in-Hybrid 1.6 GDI Premium,4.0,52500,105,1580,Hyundai,IONIQ,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
18190,1.7D 150CP ALL MODE 4X4-I Tekna Bose,4.0,179074,149,1749,Nissan,Qashqai,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
5000,1.8 Di T-Jet 16v Platino,15.0,167000,200,1742,Lancia,Delta,Benzina,Fata,Euro 5,Automata,Compacta,Metalizata,Italia,Second hand
20800,Diesel Platinum Edition,13.0,298000,245,2967,Porsche,Cayenne,Diesel,4x4 (automat),Euro 5a,Automata,SUV,Metalizata,Germania,Second hand
27651,320i GT xDrive AT,5.0,65764,184,1998,BMW,Seria 3,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
30699,320d xDrive AT M Sport,5.0,122037,190,1995,BMW,Seria 3,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
16400,1.5 TSI DSG Style,5.0,124646,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
52090,xDrive30d,5.0,180886,265,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
3250,1.5dCi Expression,16.0,172000,110,1461,Renault,Laguna,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
16489,1.0 T-GDI 48V-Hybrid Connect &amp; Go,2.0,32388,120,998,Hyundai,I30,Benzina,Fata,Euro 6d-Temp,Manuala,Compacta,Metalizata,Germania,Second hand
16790,250 CDI 4MATIC Aut.,11.0,197229,204,2143,Mercedes-Benz,E,Diesel,4x4 (automat),Euro 5,Automata,Sedan,Metalizata,Romania,Second hand
17498,118i Aut. Luxury Line,4.0,181133,140,1499,BMW,Seria 1,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Belgia,Second hand
23599,1.5 TSI ACT Life,2.0,9030,130,1498,Volkswagen,Golf,Benzina,Fata,Euro 6,Manuala,Compacta,Metalizata,Germania,Second hand
15750,2.0 TDI Quattro clean,9.0,207174,150,1968,Audi,Q5,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Belgia,Second hand
15600,2.0 TDI 4Mot DSG Highline,6.0,285200,150,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12899,Grandtour BLUE dCi 120 LIFE,5.0,116921,120,1749,Renault,Talisman,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Belgia,Second hand
9390,sDrive18d,13.0,221246,143,1995,BMW,X1,Diesel,Spate,Euro 5,Manuala,SUV,Metalizata,Franta,Second hand
27950,3.0TD TipTronic,11.0,186370,245,2967,Porsche,Cayenne,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
130581,RSQ8 4.0 TFSI quattro Tiptronic,,10,600,3996,Audi,RS Q8,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Nou
20150,3.0 TDI Quattro clean Stronic,8.0,171367,258,2967,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Second hand
18400,1.6 CRDi DCT7 PLATINUM EDITION,4.0,49327,136,1598,Kia,XCeed,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
33396,200 d 4MATIC,4.0,109900,163,1950,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
131771,400 d 4Matic 9G-TRONIC,2.0,7000,330,2925,Mercedes-Benz,GLS,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Mat,Germania,Second hand
54900,V6 TDI Atmosphere,3.0,20684,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
11590,1.5 EcoBlue Start-Stopp-System TITANIUM,6.0,187450,120,1499,Ford,Focus,Diesel,Fata,Euro 6d,Manuala,Combi,Metalizata,Olanda,Second hand
28900,2.0 TDI 4Mot DSG Highline,5.0,96735,190,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
28989,2.0 40 TDI quattro S tronic Basic,5.0,161990,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
23300,2.0 TDI 4x4 DSG Sportline,5.0,228000,150,1968,Skoda,Kodiaq,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
62274,220 d 4Matic 9G-TRONIC Avantgarde Advanced,2.0,9996,197,1993,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6d,Automata,SUV,Metalizata,Germania,Second hand
7990,SW BlueHDi 120 Stop &amp; Start Allure,8.0,179000,120,1560,Peugeot,308,Diesel,Fata,Euro 6b,Manuala,Combi,Metalizata,Belgia,Second hand
5690,MCV 0.9 TCe 90 CP Laureate,11.0,175000,90,898,Dacia,Logan,Benzina,Fata,Euro 5a,Manuala,Combi,Metalizata,Germania,Second hand
16490,1.4 TFSI S tronic Design,8.0,94000,150,1395,Audi,A4,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Belgia,Second hand
16290,Avant 2.0 TDI S tronic quattro sport,7.0,270000,190,1968,Audi,A4,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
4990,ENERGY dCi 110 S&amp;S Bose Edition,12.0,198000,110,1461,Renault,Scenic,Diesel,Fata,Euro 5a,Manuala,Monovolum,Metalizata,Belgia,Second hand
14189,ST 2.0 TDI Start&amp;Stop 4Drive DSG XCELLENCE,6.0,188000,150,1968,Seat,Leon,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
114689,xDrive40d MHEV,1.0,19206,340,2993,BMW,X7,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
8900,2.0 TDI 4Motion BlueMotion Technology,13.0,236200,140,1968,Volkswagen,Passat CC,Diesel,4x4 (automat),Euro 5,Manuala,Sedan,Metalizata,Germania,Second hand
10990,2.0 TDI BlueMotion Technology DSG Lounge,8.0,110000,150,1968,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
31328,25d AWD R-Sport,5.0,151859,240,1999,Jaguar,F-Pace,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
39800,2.0 TDI 205 CP 10AT 4M Life,1.0,600,205,1996,Volkswagen,Amarok,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Romania,Nou
30538,2.0 Panther A8 AWD Vignale,4.0,66800,238,1996,Ford,Edge,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
124995,580 e 4MATIC,2.0,5500,367,2999,Mercedes-Benz,S,Hibrid,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
10990,1.0 EcoBoost MHEV Titanium,5.0,164000,125,999,Ford,Focus,Benzina,Fata,Euro 6d-Temp,Manuala,Combi,Perlat,Romania,Second hand
8899,2.2 CDTI 4x4 Design Edition,12.0,291000,184,2231,Opel,Antara,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Romania,Second hand
18590,2.0 TDI quattro S tronic,7.0,286000,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
40846,220 d 4MATIC,5.0,167568,194,1950,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9290,525d,14.0,412000,204,2993,BMW,Seria 5,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
76900,3.0L SDV6 Vogue,5.0,59000,275,2993,Land Rover,Range Rover,Diesel,4x4 (automat),Euro 1,Automata,SUV,Perlat,Romania,Second hand
10790,IV dCi Energy Life,5.0,20573,90,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Masina mica,Mat,Romania,Second hand
37961,V6 TDI R-Style,4.0,179975,286,2967,Volkswagen,Touareg,Diesel,4x4 (automat),Euro 6,Automata,SUV,Mat,Romania,Second hand
55930,2.0 L PHEV HSE Dynamic,6.0,76027,404,1997,Land Rover,Range Rover Sport,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
15189,Variant 1.8 TSI (BlueMotion Technology) DSG Comfortline,6.0,133762,180,1798,Volkswagen,Passat,Benzina,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
11090,1.4 TSI Sport,11.0,150000,160,1390,Volkswagen,Beetle,Benzina,Fata,Euro 6d-Temp,Manuala,Coupe,Perlat,Belgia,Second hand
9990,2.0 TDI Elegance,10.0,260715,140,1968,Skoda,Superb,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Spania,Second hand
7499,2.0 TDI DPF 4Motion Trend&amp;Fun,16.0,202000,140,1968,Volkswagen,Tiguan,Diesel,4x4 (manual),Euro 4,Manuala,SUV,Metalizata,Austria,Second hand
10690,1.5 Blue dCi 4WD Comfort,5.0,200000,115,1461,Dacia,Duster,Diesel,4x4 (automat),Euro 6d-Temp,Manuala,SUV,Perlat,Romania,Second hand
10950,320d Touring Aut. Efficient Dynamics Edition Sport Line,12.0,191234,163,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Olanda,Second hand
29990,200 4Matic Coupe 9G-TRONIC Avantgarde,7.0,167517,184,1991,Mercedes-Benz,E,Benzina,Spate,Euro 6,Automata,Coupe,Metalizata,Romania,Second hand
27500,1.4 TSI PHEV Style,4.0,87216,218,1395,Skoda,Superb,Hibrid,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
40300,Recharge T8 AWD Ultimate Bright,4.0,78000,310,1969,Volvo,S60,Hibrid,4x4 (automat),Euro 6,Automata,Compacta,Metalizata,Statele Unite ale Americii,Second hand
15399,1.5 DCI EDC Intens,6.0,105700,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Franta,Second hand
17300,220 (BlueTEC) d T 7G-TRONIC,9.0,136500,170,2143,Mercedes-Benz,C,Diesel,Spate,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
3900,118d Sport Line,16.0,325000,143,1995,BMW,Seria 1,Diesel,Spate,Euro 4,Manuala,Compacta,Metalizata,Italia,Second hand
17600,2.0 40 TDI quattro S tronic Sport,10.0,200000,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
19390,2.0 CRDi 4WD Automatik Premium,8.0,149000,185,1995,Hyundai,Tucson,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12500,Variant 2.0 TDI DSG Comfortline,9.0,469000,150,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
28200,2.0 TDCi Aut. AWD Vignale,4.0,37000,190,1997,Ford,Mondeo,Diesel,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Perlat,Romania,Second hand
12990,1.0 EcoBoost Trend,6.0,88018,125,999,Ford,Focus,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
39984,B4 D AWD Geartronic RDesign,2.0,93000,197,1969,Volvo,XC 60,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9690,MCV 0.9 TCe SL Prestige PLUS,4.0,89177,90,898,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
23000,250 d 4MATIC,5.0,187800,204,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6c,Automata,SUV,Metalizata,Germania,Second hand
13890,2.2 CRDi 4WD Automatik Premium,11.0,197300,197,2199,Hyundai,Santa Fe,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
9790,1.6 CDTI ECOTEC ECOFlex Start/Stop Innovation,6.0,150000,110,1598,Opel,Astra,Diesel,Fata,Euro 6d-Temp,Manuala,Combi,Perlat,Belgia,Second hand
15200,1.6 Acenta,5.0,55400,112,1598,Nissan,Juke,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
6900,320d DPF Touring Blue Performance Edition Fleet Sport,13.0,235000,163,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Combi,Metalizata,Olanda,Second hand
29949,2.5 Hybrid VVT-iE 4x4 Dynamic,3.0,97810,178,2487,Toyota,RAV4,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
16489,2.0 TDI DSG Comfortline,5.0,175000,150,1968,Volkswagen,Touran,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Franta,Second hand
71679,L 2.0 TDI DSG 110KW Style,1.0,5,150,1968,Volkswagen,Multivan,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Romania,Nou
11849,D2 Kinetic,7.0,166000,120,1969,Volvo,V60,Diesel,Fata,Euro 6c,Manuala,Combi,Perlat,Belgia,Second hand
30989,2.0 TDI DSG R-Line,5.0,74063,190,1968,Volkswagen,ARTEON,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
38899,50 TFSI e quattro S tronic,4.0,77400,252,1984,Audi,Q5,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
1100,Turnier 2.0 TDCi Ghia,18.0,313958,116,1997,Ford,Mondeo,Diesel,Fata,Euro 4,Manuala,Sedan,Perlat,Franta,Second hand
5599,318d Touring Modern Line,15.0,197000,143,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
44498,2.0 TDI SCR DSG 4Motion Elegance,1.0,9,150,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Nou
81108,300 e 4Matic 9G-TRONIC AMG Line Advanced,1.0,6000,204,1999,Mercedes-Benz,GLC,Hibrid,4x4 (automat),Euro 6d,Automata,SUV,Mat,Germania,Second hand
74449,B5 MHEV AWD 7 locuri Momentum Pro,1.0,4500,235,1969,Volvo,XC 90,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
5990,1.2 TSI BlueMotion Technology Highline,13.0,170000,105,1197,Volkswagen,Golf,Benzina,Fata,Euro 5b,Manuala,Compacta,Perlat,Romania,Second hand
3899,D5 AWD Summum,17.0,298000,185,2400,Volvo,XC 70,Diesel,4x4 (automat),Euro 4,Manuala,Combi,Metalizata,Olanda,Second hand
12599,Variant 1.6 TDI SCR DSG Comfortline,5.0,200000,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
127825,xDrive40i AT MHEV,1.0,100,381,2998,BMW,X7,Benzina,4x4 (automat),Euro 6,Automata,SUV,Perlat,Germania,Nou
13090,Turnier 1.5 EcoBlue Start-Stopp-System ST-LINE X,5.0,174500,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Combi,Perlat,Olanda,Second hand
8900,2.0 TDCi 4x4 Titanium,12.0,204000,140,1997,Ford,Kuga,Diesel,4x4 (automat),Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
6990,1.5 dCi Edition,13.0,234461,110,1461,Nissan,Juke,Diesel,Fata,Euro 5,Manuala,SUV,Perlat,Germania,Second hand
47980,730Ld xDrive,5.0,149800,265,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
14190,1.4 TFSI Sportback e-tron Ambition,9.0,189242,150,1395,Audi,A3,Hibrid,Fata,Euro 6,Automata,Compacta,Metalizata,Franta,Second hand
33900,320d xDrive AT M Sport,6.0,59000,190,1995,BMW,Seria 3,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Perlat,Germania,Second hand
15290,1.5 TDCI Combi Commercial LWB(L2) M1 Trend,6.0,116760,100,1498,Ford,Transit Connect,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Romania,Second hand
4990,dCi 130 FAP Coupe-Cabriolet Luxe,13.0,219000,130,1870,Renault,Megane,Diesel,Fata,Euro 5,Manuala,Cabrio,Metalizata,Olanda,Second hand
28699,2.0 TDI 4DRIVE DSG7 Excellence,5.0,100000,190,2000,Seat,Tarraco,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
13250,2.0 TDCi Powershift Titanium,8.0,195301,180,1997,Ford,Mondeo,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
12999,1.7 CRDI CW 7DCT Supreme+,8.0,69800,141,1685,Hyundai,i40,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
31973,2.0 Panther A8 AWD Vignale,4.0,99000,238,1996,Ford,Edge,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
6350,dCi 130 FAP Luxe,12.0,175100,130,1870,Renault,Megane,Diesel,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
17750,X 1.0l CVT Dynamic,1.0,900,72,998,Toyota,Aygo,Benzina,Fata,Euro 6b,Automata,Masina mica,Metalizata,Romania,Nou
12988,1.3 Dual VVT-i Terra,6.0,40000,99,1329,Toyota,Auris,Benzina,Fata,Euro 6d,Manuala,Compacta,Perlat,Romania,Second hand
17889,Energy dCi EDC Intens,8.0,107987,160,1598,Renault,Talisman,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
14250,320d Touring Aut. Efficient Dynamics Edition Sport Line,8.0,220000,163,1995,BMW,Seria 3,Diesel,Spate,Euro 6,Automata,Combi,Metalizata,Olanda,Second hand
